@relation mx,,,,,
,,,,,
@attribute dia NUMERIC,,,,,
@attribute confirmados NUMERIC,,,,,
@attribute fallecidos NUMERIC,,,,,
,,,,,
@data,,,,,
16.668657,97,2.16,,,
16.428658,95,3.2399998,,,
16.368658,90,3.6,,,
16.418657,84,3.96,,,
16.568657,78,4.3349743,,,
16.668657,72,5.0911684,,,
16.728657,65,5.506941,,,
18.518658,77,0.8049845,,,
19.528658,81,3.96,,,
18.848658,91,6.5693827,,,
18.478657,96,5.4477882,,,
18.428658,96,5.5887027,,,
18.418657,95,5.3999996,,,
18.868658,94,5.8603754,,,
18.868658,94,5.4119864,,,
18.918657,94,5.4477882,,,
18.738657,95,6.519877,,,
18.228657,97,4.802999,,,
17.768658,97,2.968636,,,
17.588657,97,1.4399999,,,
17.358658,97,2.0364676,,,
16.828657,97,4.0249224,,,
16.188658,95,3.9763298,,,
16.298656,89,3.6179552,,,
16.078657,87,4.3349743,,,
16.168657,81,4.802999,,,
16.528658,71,4.198285,,,
16.838657,72,4.6800003,,,
17.608658,67,5.4833565,,,
17.828657,61,5.3517847,,,
17.708658,60,5.4833565,,,
17.968657,76,1.4399999,,,
18.758657,85,5.0911684,,,
18.268658,92,5.7599998,,,
18.268658,93,5.04,,,
18.488657,93,4.896529,,,
18.778658,94,5.0528407,,,
19.028658,90,5.8603754,,,
19.498657,87,6.489992,,,
19.638657,83,4.32,,,
19.788658,80,2.52,,,
19.878656,81,3.2599385,,,
18.618658,86,2.3051248,,,
18.218657,89,1.835647,,,
18.358658,88,1.9386592,,,
18.508657,88,2.52,,,
18.488657,84,5.4477882,,,
18.708658,72,5.00128,,,
18.738657,73,4.510787,,,
18.248657,82,3.8268526,,,
17.948658,74,3.8773184,,,
18.538658,64,3.9763298,,,
18.748657,60,3.671294,,,
18.488657,69,3.671294,,,
18.458658,67,3.6,,,
18.258657,70,1.8,,,
19.288658,81,5.771239,,,
19.358658,88,5.7599998,,,
19.168657,92,6.28713,,,
19.388657,90,6.12,,,
20.118658,86,5.04,,,
21.268658,76,6.519877,,,
21.228657,73,5.3999996,,,
22.208658,70,5.4119864,,,
22.038658,68,5.0911684,,,
21.358658,70,4.452954,,,
20.168657,74,2.0991426,,,
19.458658,77,1.609969,,,
19.268658,77,1.5273507,,,
19.138657,78,1.835647,,,
18.918657,80,2.0991426,,,
18.808657,81,2.0364676,,,
18.468657,83,1.5273507,,,
17.868658,86,2.1897945,,,
17.458658,86,2.1897945,,,
17.298656,85,3.2599385,,,
17.308657,81,4.3349743,,,
17.298656,77,5.04,,,
17.328657,70,4.379589,,,
18.348658,71,1.4399999,,,
19.378656,81,7.928178,,,
18.868658,90,6.5693827,,,
19.018658,92,5.815978,,,
19.318657,91,7.42159,,,
19.778658,87,7.5599995,,,
19.908657,83,5.1544156,,,
20.268658,79,2.2768397,,,
22.318657,70,4.3498964,,,
22.158657,69,5.1544156,,,
21.398657,72,4.896529,,,
20.208658,76,2.6208394,,,
19.438658,79,1.1384199,,,
19.268658,80,2.1897945,,,
19.288658,76,3.319036,,,
19.698658,67,5.5887027,,,
19.688658,57,6.830519,,,
18.898657,52,7.771331,,,
18.168657,51,6.638072,,,
17.838657,52,6.0347,,,
17.778658,53,4.452954,,,
18.378656,55,3.7585104,,,
18.518658,57,4.0249224,,,
17.808657,59,5.1544156,,,
18.578657,66,2.4149535,,,
19.828657,77,8.28,,,
19.758657,85,6.2145634,,,
19.438658,89,3.671294,,,
20.118658,88,5.0911684,,,
20.888657,81,6.28713,,,
20.648657,80,7.92,,,
20.648657,79,5.5887027,,,
21.768658,74,4.379589,,,
20.908657,75,5.506941,,,
20.398657,78,4.6800003,,,
19.528658,81,3.0758414,,,
18.488657,87,0.8049845,,,
18.518658,87,3.0758414,,,
18.708658,82,5.8048253,,,
18.978657,69,7.92,,,
18.488657,60,9.746631,,,
17.418657,60,11.183201,,,
16.348658,62,11.525623,,,
15.638659,62,10.464798,,,
15.638659,60,9.3669195,,,
15.9686575,59,8.647496,,,
16.098658,59,8.311245,,,
16.248657,58,7.6367526,,,
17.318657,63,5.1544156,,,
19.538658,68,5.6233797,,,
19.728657,81,4.3349743,,,
19.648657,89,4.73506,,,
19.228657,95,5.3517847,,,
19.268658,95,6.849467,,,
18.998657,96,6.849467,,,
19.668657,93,3.671294,,,
21.638657,84,3.2399998,,,
22.028658,79,5.0911684,,,
20.588657,82,5.5887027,,,
19.528658,84,2.968636,,,
18.058657,92,1.1384199,,,
18.928658,85,3.0758414,,,
18.998657,78,6.2145634,,,
18.818657,61,9.178235,,,
17.688658,52,10.182337,,,
17.208658,54,10.8955765,,,
16.678658,59,10.086427,,,
16.238657,62,9.47012,,,
15.998658,61,8.350138,,,
16.348658,59,6.87779,,,
16.768658,57,5.0528407,,,
17.008657,56,4.3349743,,,
18.118658,60,2.7416782,,,
19.478657,73,6.12,,,
19.278658,86,5.1544156,,,
18.748657,94,7.2,,,
18.528658,95,7.2,,,
19.958658,88,5.0911684,,,
22.348658,75,5.2416787,,,
21.908657,73,7.5599995,,,
21.368658,76,7.92,,,
20.678658,78,6.28713,,,
19.948658,80,5.154415,,,
19.368658,86,3.4152596,,,
18.448658,87,2.16,,,
18.578657,85,2.6208394,,,
18.908657,81,3.6,,,
19.198658,74,3.2599385,,,
19.598658,68,3.0758414,,,
18.878656,76,3.8268526,,,
18.648657,77,2.9024127,,,
18.198658,83,1.4399999,,,
17.628656,87,0.8049845,,,
17.248657,87,1.8,,,
16.958658,83,3.7585104,,,
17.078657,76,3.96,,,
18.148657,76,1.5273507,,,
19.358658,80,4.1046314,,,
18.388657,91,6.162207,,,
18.318657,94,6.4799995,,,
18.318657,94,7.5599995,,,
20.078657,88,7.208994,,,
19.688658,85,6.8399997,,,
19.258657,86,5.4477882,,,
19.678658,85,5.8603754,,,
18.998657,87,6.849467,,,
18.678658,88,5.0911684,,,
18.198658,90,3.671294,,,
17.258657,94,1.609969,,,
16.868658,94,1.484318,,,
16.628656,92,3.2399998,,,
16.358658,92,2.6208394,,,
16.088657,91,2.9024127,,,
